pid	variable	index	value
879314	temp_uc	1	0.40187854
879314	temp_uc	2	0.45791328
879314	temp_uc	3	0.47772187
879314	temp_uc	4	0.43931347
879314	temp_uc	5	0.4470684
879314	temp_uc	6	0.3709255
879316	alt_uc	0	26.75824
879320	alt_uc	0	27.145296
879320	alt_uc	1	25.371355
879320	alt_uc	2	15.050527
879322	temp_uc	0	0.39580965
879322	temp_uc	1	0.3936945
879334	temp_uc	298	0.34285167
879334	temp_uc	299	0.34987208
879334	temp_uc	300	0.35559362
879334	temp_uc	301	0.42898127
879334	temp_uc	302	0.4226352
879334	temp_uc	303	0.41152063
879334	temp_uc	304	0.43122715
879334	temp_uc	305	0.42901242
879334	temp_uc	306	0.42431617
879334	temp_uc	307	0.4126971
879388	temp_uc	260	0.3347759
879388	temp_uc	261	0.36066267
879388	temp_uc	262	0.40392905
879388	temp_uc	263	0.3999266
879388	temp_uc	264	0.4034463
879388	temp_uc	265	0.4050319
879388	temp_uc	266	0.3734616
879392	temp_uc	0	0.50080884
879392	temp_uc	1	0.5686268
879392	temp_uc	2	0.5067268
879392	temp_uc	3	0.50183016
879392	temp_uc	4	0.4952326
879396	temp_uc	3	0.43348998
879396	temp_uc	4	0.43820348
879396	temp_uc	5	0.43972117
879396	temp_uc	6	0.43636358
879410	alt_uc	0	30.14419
879410	alt_uc	1	30.285051
879412	alt_uc	5	16.285677
879412	alt_uc	6	16.282953
879412	alt_uc	75	16.09451
879412	alt_uc	84	16.069862
879412	alt_uc	85	16.067123
879420	alt_uc	0	128.49539
879490	temp_uc	395	0.31980735
879490	temp_uc	396	0.34148887
879490	temp_uc	397	0.34280014
879490	temp_uc	398	0.33637795
879492	alt_uc	0	29.460453
879496	alt_uc	0	26.74324
879500	alt_uc	0	1210.4106
879500	alt_uc	2	123.758545
879506	temp_uc	0	0.54503816
879506	temp_uc	1	0.67931163
879506	temp_uc	2	0.6380499
879506	temp_uc	3	0.6401803
879506	temp_uc	4	0.63693774
879506	temp_uc	5	0.46641853
879577	alt_uc	0	13.243493
879579	temp_uc	9	0.30726844
879581	alt_uc	0	49.92053
879581	alt_uc	656	18.323776
879583	alt_uc	2	99.50303
879583	alt_uc	12	65.98091
879583	temp_uc	5	0.39368472
879583	temp_uc	9	0.40320212
879583	temp_uc	11	0.39859024
879593	alt_uc	5	28.633423
879595	temp_uc	0	0.35116985
879595	temp_uc	1	0.3621773
879595	temp_uc	2	0.35150382
879595	temp_uc	3	0.34938008
895869	temp_uc	0	0.7322221
895869	temp_uc	1	0.9413164
895869	temp_uc	2	0.87144685
895869	temp_uc	3	0.85845035
895869	temp_uc	4	0.8397152
895869	temp_uc	5	0.58525634
895869	temp_uc	6	0.5183219
895869	temp_uc	7	0.5058675
895869	temp_uc	8	0.34634498
895877	temp_uc	1	0.40456158
895877	temp_uc	2	0.40013313
895877	temp_uc	3	0.37536544
895877	temp_uc	4	0.35651833
895881	alt_uc	2	123.1957
895901	temp_uc	201	0.33598334
895901	temp_uc	202	0.3627506
895901	temp_uc	203	0.37547287
895901	temp_uc	204	0.38910803
895901	temp_uc	205	0.37346715
895903	alt_uc	0	15.278828
895907	alt_uc	0	57.344437
895907	alt_uc	4	11.694215
895907	alt_uc	11	11.607482
895907	alt_uc	68	11.514127
895907	alt_uc	69	11.512491
895907	alt_uc	378	11.43924
895907	alt_uc	717	17.615782
895907	alt_uc	718	17.611578
895911	alt_uc	479	17.629385
895911	alt_uc	826	16.21259
895950	temp_uc	258	0.3239439
895950	temp_uc	259	0.32723466
895950	temp_uc	260	0.31816864
895950	temp_uc	261	0.31077695
895960	alt_uc	0	50.650307
895978	alt_uc	0	132.10583
895978	alt_uc	3	132.29607
895986	temp_uc	466	0.50671417
895986	temp_uc	467	0.508899
895986	temp_uc	468	0.74977607
895986	temp_uc	469	0.8164258
895986	temp_uc	470	0.8137048
895986	temp_uc	471	0.80791336
895986	temp_uc	472	0.7808414
895986	temp_uc	473	0.50180966
895986	temp_uc	474	0.5137444
895986	temp_uc	475	0.36107913
896036	temp_uc	1	0.4383728
896036	temp_uc	2	0.4454867
896036	temp_uc	3	0.41620716
896073	temp_uc	342	0.36996326
896073	temp_uc	343	0.37077957
896327	temp_uc	3	0.3427848
896327	temp_uc	4	0.35302004
896327	temp_uc	5	0.35154307
896327	temp_uc	6	0.34215787
896327	temp_uc	268	0.3284351
896327	temp_uc	275	0.33548635
896327	temp_uc	276	0.33663264
896327	temp_uc	277	0.33686164
896327	temp_uc	278	0.33161485
896339	alt_uc	0	44.08818
896339	alt_uc	1	44.08471
896339	temp_uc	1	0.31028208
896339	temp_uc	325	0.30529028
896339	temp_uc	326	0.3076989
896341	alt_uc	13	45.18332
896347	alt_uc	0	42.93428
896347	alt_uc	1	27.934359
896347	alt_uc	2	29.264055
896347	alt_uc	4	27.935507
896380	temp_uc	1	0.38223362
896380	temp_uc	2	0.39121813
896380	temp_uc	3	0.39223436
896380	temp_uc	5	0.3941123
896384	temp_uc	0	0.3594282
896384	temp_uc	1	0.34739387
896384	temp_uc	2	0.3392108
896384	temp_uc	3	0.46377996
896384	temp_uc	4	0.4331029
896384	temp_uc	5	0.40989485
896384	temp_uc	6	0.42129228
896384	temp_uc	7	0.37166095
896384	temp_uc	8	0.3874963
896384	temp_uc	9	0.3841604
896384	temp_uc	10	0.37843516
896384	temp_uc	11	0.36638913
896384	temp_uc	24	0.32620996
896388	alt_uc	0	61.90313
896408	alt_uc	59	13.931439
896408	alt_uc	60	13.928747
896408	alt_uc	62	13.923368
896408	alt_uc	63	13.920679
896408	alt_uc	65	13.9152975
896408	alt_uc	66	13.912606
896408	alt_uc	67	13.909915
896408	alt_uc	68	13.907226
896408	alt_uc	69	13.904538
896408	alt_uc	70	13.901851
896408	alt_uc	71	13.899163
896408	alt_uc	72	13.896477
896408	alt_uc	73	13.893788
896408	alt_uc	74	13.8911
896408	alt_uc	75	13.888412
896408	alt_uc	76	13.885726
896408	alt_uc	80	13.874978
896408	alt_uc	82	13.869607
896408	alt_uc	98	13.826676
896408	alt_uc	173	13.626378
896408	alt_uc	174	13.623719
896408	alt_uc	179	13.610432
896408	alt_uc	180	13.607775
896408	alt_uc	181	13.605119
896408	alt_uc	182	13.602462
896408	alt_uc	183	13.599805
896408	alt_uc	184	13.59715
896408	alt_uc	185	13.594494
896408	alt_uc	186	13.591839
896408	alt_uc	187	13.589183
896408	alt_uc	188	13.58653
896408	alt_uc	189	13.583874
896408	alt_uc	190	13.58122
896408	alt_uc	191	13.578567
896408	alt_uc	192	13.575913
896408	alt_uc	193	13.57326
896408	alt_uc	194	13.570607
896408	alt_uc	195	13.567956
896408	alt_uc	196	13.565305
896408	alt_uc	197	13.562654
896408	alt_uc	198	13.560001
896408	alt_uc	199	13.557349
896408	alt_uc	200	13.554698
896408	alt_uc	201	13.552048
896408	alt_uc	332	13.20818
896408	alt_uc	333	13.205585
896408	alt_uc	431	12.953489
896408	alt_uc	432	12.950941
896408	alt_uc	466	12.864674
896408	alt_uc	467	12.862146
896408	alt_uc	611	12.504108
896408	alt_uc	708	11.879924
896110	temp_uc	0	0.87912536
896110	temp_uc	1	0.89792454
896110	temp_uc	2	0.76597434
896110	temp_uc	3	0.7513021
896110	temp_uc	4	0.73151696
896110	temp_uc	5	0.4073997
896110	temp_uc	6	0.41361713
896112	alt_uc	670	16.488329
896112	alt_uc	671	16.501213
896112	alt_uc	672	16.50227
896167	temp_uc	41	0.42769852
896167	temp_uc	42	0.4406612
896167	temp_uc	43	0.4430041
896167	temp_uc	44	0.4422215
896222	temp_uc	0	0.45170373
896222	temp_uc	1	0.3905785
896222	temp_uc	2	0.43314332
896222	temp_uc	3	0.38725197
896222	temp_uc	4	0.3779024
896226	temp_uc	1	0.452489
896226	temp_uc	2	0.41901505
896226	temp_uc	3	0.46743682
896226	temp_uc	4	0.47195342
896226	temp_uc	5	0.43682897
896230	temp_uc	0	0.48373786
896230	temp_uc	1	0.62096447
896230	temp_uc	2	0.5701598
896230	temp_uc	3	0.5711192
896230	temp_uc	4	0.56904644
896230	temp_uc	5	0.41242287
896238	temp_uc	1	0.46535227
896238	temp_uc	2	0.5772052
896238	temp_uc	3	0.4074513
896238	temp_uc	4	0.5899216
896238	temp_uc	5	0.5904564
896238	temp_uc	6	0.5884176
896238	temp_uc	7	0.5586257
896246	alt_uc	534	50.14004
896246	temp_uc	154	0.35181633
896246	temp_uc	155	0.4011974
896246	temp_uc	156	0.40557784
896246	temp_uc	157	0.3737893
896258	temp_uc	0	0.42963684
896258	temp_uc	1	0.50546247
896258	temp_uc	2	0.47940725
896258	temp_uc	3	0.47964945
896258	temp_uc	4	0.48068088
896258	temp_uc	5	0.39178354
896262	temp_uc	2	0.37165815
896262	temp_uc	4	0.37532848
896262	temp_uc	6	0.37530458
896266	temp_uc	571	0.44206384
896266	temp_uc	572	0.441554
896266	temp_uc	573	0.44692028
896266	temp_uc	574	0.45300618
896266	temp_uc	575	0.45375937
896266	temp_uc	576	0.4515985
896270	temp_uc	0	0.51277626
896270	temp_uc	1	0.60570073
896270	temp_uc	2	0.5383897
896270	temp_uc	3	0.52590674
896270	temp_uc	4	0.35280725
896270	temp_uc	5	0.535374
896301	temp_uc	323	0.31428358
896301	temp_uc	324	0.37702686
896301	temp_uc	325	0.40006793
896301	temp_uc	326	0.402145
896301	temp_uc	327	0.3960589
896301	temp_uc	328	0.37872896
896301	temp_uc	329	0.3928963
896301	temp_uc	330	0.39518726
896301	temp_uc	331	0.36845773
896301	temp_uc	332	0.3670301
896301	temp_uc	333	0.37118605
896301	temp_uc	334	0.3698993
896301	temp_uc	335	0.3594892
896313	temp_uc	1	0.39200205
896313	temp_uc	2	0.38527188
896313	temp_uc	3	0.36226034
896355	temp_uc	0	0.45356387
896355	temp_uc	1	0.47155455
896355	temp_uc	2	0.5168669
896355	temp_uc	3	0.52398276
896355	temp_uc	4	0.52510613
896355	temp_uc	5	0.5321705
896355	temp_uc	6	0.3838484
896355	temp_uc	7	0.3851473
896359	temp_uc	1	0.50178254
896359	temp_uc	2	0.44779724
896359	temp_uc	3	0.50609404
896359	temp_uc	4	0.506273
896359	temp_uc	5	0.46809897
896359	temp_uc	6	0.38321126
896359	temp_uc	7	0.36239955
896537	alt_uc	0	15.158545
896537	alt_uc	1	15.163879
896537	alt_uc	2	15.161204
896539	temp_uc	1	0.49233654
896539	temp_uc	2	0.4800103
896539	temp_uc	3	0.46320117
896539	temp_uc	4	0.4649124
896539	temp_uc	6	0.52626055
896539	temp_uc	25	0.3382319
896539	temp_uc	26	0.33700454
896539	temp_uc	27	0.39900786
896539	temp_uc	28	0.42248896
896539	temp_uc	29	0.42810136
896539	temp_uc	30	0.42993337
896539	temp_uc	31	0.41296288
896541	alt_uc	0	16.222366
896541	alt_uc	128	11.235323
896541	alt_uc	187	16.185478
896541	alt_uc	300	16.502913
896541	alt_uc	392	11.203981
896541	alt_uc	409	11.235222
896541	alt_uc	418	11.251804
896541	alt_uc	422	11.259183
896541	alt_uc	430	11.273961
896541	alt_uc	431	11.27581
896541	alt_uc	445	11.301729
896541	alt_uc	450	16.916075
896541	alt_uc	454	11.318432
896541	alt_uc	458	11.325864
896541	alt_uc	478	11.363105
896541	alt_uc	479	11.364971
896541	alt_uc	482	11.37057
896541	alt_uc	486	11.378043
896541	alt_uc	488	11.381779
896541	alt_uc	489	11.942185
896541	alt_uc	490	11.385518
896541	alt_uc	491	11.387388
896541	alt_uc	492	11.389258
896541	alt_uc	494	11.393002
896541	alt_uc	495	11.394872
896541	alt_uc	496	11.396743
896541	alt_uc	497	17.042542
896541	alt_uc	498	11.400487
896541	alt_uc	499	11.962797
896541	alt_uc	500	11.404231
896541	alt_uc	501	11.406103
896541	alt_uc	502	11.407978
896541	alt_uc	503	11.409852
896541	alt_uc	504	11.411727
896541	alt_uc	505	11.975191
896541	alt_uc	506	11.415476
896541	alt_uc	507	11.417349
896541	alt_uc	510	11.422977
896541	alt_uc	511	11.424853
896541	alt_uc	517	11.436119
896541	alt_uc	542	12.052038
896541	alt_uc	543	12.054128
896541	alt_uc	546	11.490736
896541	alt_uc	547	11.492625
896541	alt_uc	548	11.4945135
896541	alt_uc	551	11.50018
896541	alt_uc	552	11.502069
896541	alt_uc	563	11.522875
896541	alt_uc	571	11.538033
896541	alt_uc	573	11.541824
896541	alt_uc	574	12.119087
896541	alt_uc	578	11.551312
896541	alt_uc	579	11.553209
896541	alt_uc	580	11.555109
896541	alt_uc	581	17.387804
896541	alt_uc	588	11.570306
896541	alt_uc	589	11.572207
896541	alt_uc	607	11.606483
896541	alt_uc	629	11.648509
896541	alt_uc	638	11.665741
896541	alt_uc	639	11.667658
896541	alt_uc	640	11.669574
896541	alt_uc	641	11.671491
896541	alt_uc	644	11.677241
896541	alt_uc	645	11.679162
896541	alt_uc	646	11.681077
896541	alt_uc	647	11.682996
896541	alt_uc	684	11.754159
896541	alt_uc	685	11.756088
896541	alt_uc	688	11.761875
896541	alt_uc	689	11.763805
896543	temp_uc	12	0.3323068
896543	temp_uc	13	0.34077308
896545	alt_uc	0	17.603682
896545	alt_uc	145	16.359894
896545	alt_uc	335	16.88727
896545	alt_uc	464	18.695564
896545	alt_uc	556	17.467867
896545	alt_uc	603	17.58441
896545	alt_uc	708	17.833282
896559	alt_uc	0	28.740673
896559	alt_uc	1	26.46288
896559	alt_uc	5	26.469038
896565	alt_uc	1	29.657871
896565	alt_uc	2	29.654331
896565	alt_uc	3	27.842243
896565	alt_uc	4	29.6614
896565	alt_uc	7	39.514027
896565	alt_uc	443	17.2773
896573	alt_uc	0	31.281057
896573	alt_uc	1	31.28248
896573	alt_uc	2	30.036514
896573	alt_uc	3	30.039505
896573	alt_uc	5	30.037996
896577	alt_uc	0	30.127417
896577	alt_uc	2	30.12864
896420	temp_uc	416	0.3402982
896420	temp_uc	417	0.33353722
896424	temp_uc	1	0.30447477
896424	temp_uc	2	0.31517476
896424	temp_uc	3	0.31067038
896424	temp_uc	5	0.31533608
896440	temp_uc	0	0.35929352
896440	temp_uc	2	0.34930697
896440	temp_uc	3	0.35868758
896440	temp_uc	4	0.36059994
896440	temp_uc	5	0.36229372
896447	alt_uc	8	72.01117
896451	alt_uc	0	35.684612
896451	alt_uc	2	35.68154
896451	temp_uc	1	0.4273788
896451	temp_uc	2	0.429686
896451	temp_uc	3	0.5759224
896451	temp_uc	4	0.6709794
896451	temp_uc	5	0.6778771
896451	temp_uc	6	0.6803861
896451	temp_uc	7	0.63720465
896451	temp_uc	8	0.45426127
896451	temp_uc	9	0.46474043
896451	temp_uc	10	0.40299422
896455	alt_uc	0	27.942644
896455	alt_uc	1	34.82771
896455	alt_uc	2	34.593143
896455	alt_uc	5	34.823486
896455	temp_uc	2	0.3670982
896455	temp_uc	3	0.3849343
896455	temp_uc	4	0.38424125
896455	temp_uc	6	0.3797252
896455	temp_uc	7	0.38338274
896461	alt_uc	0	955.98645
896470	temp_uc	0	0.4220471
896470	temp_uc	2	0.4387102
896482	temp_uc	275	0.36025748
896482	temp_uc	276	0.4010015
896482	temp_uc	277	0.45108366
896482	temp_uc	278	0.4521344
896482	temp_uc	279	0.4522049
896482	temp_uc	280	0.44995794
896482	temp_uc	281	0.38399714
900860	alt_uc	419	18.31541
900860	alt_uc	508	11.759537
900860	temp_uc	207	0.31889406
900860	temp_uc	208	0.34139648
900860	temp_uc	209	0.33942398
900860	temp_uc	210	0.33905333
900860	temp_uc	211	0.34506857
900860	temp_uc	219	0.31009674
900860	temp_uc	220	0.3174214
900860	temp_uc	221	0.31486025
900860	temp_uc	222	0.31578144
900860	temp_uc	223	0.3110573
900862	alt_uc	13	157.26868
900864	alt_uc	0	13.214938
900864	alt_uc	3	13.212041
900864	temp_uc	1	0.45214328
900864	temp_uc	2	0.45677403
900864	temp_uc	3	0.4252592
900864	temp_uc	4	0.4569553
900864	temp_uc	5	0.44603324
900868	alt_uc	304	18.94019
900868	alt_uc	381	30.85263
900868	alt_uc	402	17.881617
900868	alt_uc	603	17.528946
900872	alt_uc	0	16.607145
900872	alt_uc	360	24.930607
900872	alt_uc	406	17.618504
900872	alt_uc	416	17.599995
900872	alt_uc	417	19.302994
900884	temp_uc	0	0.46456817
900884	temp_uc	1	0.5924058
900884	temp_uc	2	0.5582727
900884	temp_uc	3	0.6011469
900884	temp_uc	4	0.60138464
900884	temp_uc	5	0.56056046
900918	alt_uc	0	88.62768
900918	alt_uc	2	88.71645
900922	alt_uc	7	112.02325
900922	alt_uc	11	112.0789
900936	temp_uc	338	0.39377114
900936	temp_uc	339	0.4032189
900936	temp_uc	340	0.54534173
900936	temp_uc	341	0.58888364
900936	temp_uc	342	0.59204817
900936	temp_uc	343	0.5851653
900936	temp_uc	344	0.57557
900936	temp_uc	345	0.39336812
900936	temp_uc	346	0.3948966
900944	alt_uc	0	24.681807
900944	alt_uc	1	24.664314
900944	alt_uc	2	50.259796
900944	alt_uc	3	30.082092
900986	alt_uc	3	203.14275
900986	alt_uc	4	32.434765
900986	alt_uc	6	32.449776
900986	alt_uc	7	54.705597
900990	alt_uc	0	33.594692
900990	alt_uc	1	33.562386
900990	alt_uc	2	33.578526
900990	alt_uc	3	33.514057
900990	alt_uc	4	33.54626
900990	alt_uc	5	33.49798
900990	alt_uc	6	26.669325
900990	alt_uc	7	265.33282
900990	alt_uc	8	19.730385
900990	alt_uc	305	18.289253
900992	temp_uc	3	0.33228326
900992	temp_uc	4	0.35055807
900992	temp_uc	5	0.34498703
900992	temp_uc	6	0.3453843
900992	temp_uc	7	0.33787027
900992	temp_uc	18	0.32106572
900992	temp_uc	19	0.32193032
900994	alt_uc	0	27.924227
900994	alt_uc	1	17.609823
900994	alt_uc	2	16.992699
900994	alt_uc	3	15.71926
900994	alt_uc	48	15.652383
900994	alt_uc	49	15.650842
900994	alt_uc	50	15.6493
900994	alt_uc	66	16.88195
900998	alt_uc	0	16.867546
900998	alt_uc	1	16.702278
900998	alt_uc	19	15.432369
900998	alt_uc	30	15.411953
900998	alt_uc	31	15.410085
900998	alt_uc	36	15.400718
900998	alt_uc	411	14.5828085
900998	alt_uc	412	14.580388
900998	alt_uc	413	14.577967
900998	alt_uc	414	14.575542
900998	alt_uc	417	14.56827
900998	alt_uc	418	14.565844
900998	alt_uc	419	14.563417
900998	alt_uc	436	14.522016
900998	alt_uc	437	14.519574
900998	alt_uc	443	14.504899
900998	alt_uc	444	15.588669
900998	alt_uc	445	15.585835
900998	alt_uc	446	15.583001
900998	alt_uc	447	15.580166
900998	alt_uc	448	15.577331
901024	temp_uc	281	0.45037517
901024	temp_uc	282	0.46224472
901024	temp_uc	283	0.5038991
901024	temp_uc	284	0.48255813
901024	temp_uc	285	0.5019806
901024	temp_uc	286	0.47482985
901024	temp_uc	287	0.4751088
901024	temp_uc	288	0.37447762
901024	temp_uc	289	0.36989307
901037	temp_uc	1	0.3864775
901037	temp_uc	2	0.39262056
901037	temp_uc	3	0.3960467
901037	temp_uc	4	0.39801177
921908	alt_uc	0	39.409653
921908	alt_uc	1	39.387142
921920	alt_uc	225	15.446714
921920	alt_uc	226	15.444646
921920	alt_uc	227	15.4425745
921920	alt_uc	228	15.440502
921920	alt_uc	229	15.43843
921920	alt_uc	230	15.436352
921920	alt_uc	231	15.434276
921920	alt_uc	232	15.432194
921920	alt_uc	233	15.430114
921920	alt_uc	255	15.383882
921920	alt_uc	256	15.381759
921920	alt_uc	351	15.172608
921920	alt_uc	421	16.22285
921920	alt_uc	422	16.220083
921922	temp_uc	0	0.40689334
921922	temp_uc	1	0.45654625
921922	temp_uc	2	0.41602993
921922	temp_uc	3	0.41474408
921922	temp_uc	4	0.4089816
921932	alt_uc	0	42.49075
921932	alt_uc	6	33.86697
921932	alt_uc	7	33.858566
921932	alt_uc	11	50.464096
921942	temp_uc	0	0.3559828
921942	temp_uc	1	0.3935322
921942	temp_uc	2	0.41249317
921942	temp_uc	3	0.39783403
921942	temp_uc	4	0.39765313
921946	temp_uc	5	0.39880395
921946	temp_uc	6	0.3945009
921948	alt_uc	2	92.54746
921950	temp_uc	1	0.32004887
921950	temp_uc	2	0.34071538
921950	temp_uc	4	0.34873807
921950	temp_uc	5	0.31650323
922005	alt_uc	0	13.03147
922005	alt_uc	20	11.346047
922005	alt_uc	21	11.344495
922005	alt_uc	26	11.336735
922005	alt_uc	27	11.335182
922005	alt_uc	28	11.3336315
922005	alt_uc	29	11.332078
922005	alt_uc	30	11.330527
922005	alt_uc	31	11.328977
922005	alt_uc	32	11.327426
922005	alt_uc	33	11.325874
922005	alt_uc	34	11.324323
922005	alt_uc	35	11.322771
922005	alt_uc	36	11.321219
922005	alt_uc	37	11.319668
922005	alt_uc	38	11.318116
922005	alt_uc	39	11.316568
922005	alt_uc	40	11.315017
922005	alt_uc	68	11.271628
922005	alt_uc	69	11.27008
922005	alt_uc	70	11.26853
922005	alt_uc	71	11.266982
922005	alt_uc	269	10.962615
922005	alt_uc	270	11.513997
922005	alt_uc	402	10.761364
922005	alt_uc	403	10.759862
922005	alt_uc	404	10.758363
922005	alt_uc	406	10.7553625
922005	alt_uc	407	10.753861
922005	alt_uc	411	10.79169
922005	alt_uc	432	10.618877
922005	alt_uc	433	10.619574
922005	alt_uc	438	10.623042
922005	alt_uc	439	10.623735
922005	alt_uc	444	10.6271925
922005	alt_uc	447	10.629261
922005	alt_uc	450	10.650782
922005	alt_uc	463	10.64023
922005	alt_uc	468	10.643636
922005	alt_uc	471	10.645671
922005	alt_uc	477	10.649732
922005	alt_uc	482	10.653098
922005	alt_uc	489	10.657795
922005	alt_uc	490	10.658464
922005	alt_uc	494	10.661136
922005	alt_uc	496	10.662469
922005	alt_uc	497	10.663135
922005	alt_uc	499	10.664465
922005	alt_uc	570	10.710405
922005	alt_uc	571	10.711035
922005	alt_uc	589	10.722262
922005	alt_uc	601	10.729653
922005	alt_uc	602	10.730267
922005	alt_uc	603	10.730878
922005	alt_uc	604	10.73149
922005	alt_uc	633	18.265577
922005	alt_uc	638	10.960383
922005	alt_uc	639	10.754311
922005	alt_uc	640	10.753218
922005	alt_uc	641	10.752127
922005	alt_uc	642	10.751035
922005	alt_uc	643	10.749943
922005	alt_uc	644	27.3765
922005	alt_uc	645	10.747757
922005	alt_uc	646	10.746664
922005	alt_uc	647	10.997722
922005	alt_uc	648	10.74448
922005	alt_uc	649	10.74339
922005	alt_uc	719	17.91016
922005	alt_uc	720	10.822638
922009	alt_uc	312	20.703833
922009	alt_uc	318	20.68642
922009	alt_uc	336	20.633856
922009	alt_uc	337	20.630922
922009	alt_uc	344	20.610352
922009	alt_uc	345	20.607412
922009	alt_uc	501	18.421719
922009	alt_uc	503	18.446339
922009	alt_uc	539	35.584984
922009	alt_uc	540	33.721203
922009	alt_uc	541	27.373394
922009	alt_uc	543	27.363964
922009	alt_uc	544	27.359236
922009	rh_uc	90	4.961714
922009	rh_uc	167	5.363936
922009	rh_uc	168	5.4349694
922009	rh_uc	169	6.916311
922009	rh_uc	170	7.3913302
922009	rh_uc	171	7.574152
922009	rh_uc	172	7.6068807
922009	rh_uc	173	7.0475574
922013	alt_uc	206	19.232119
922013	alt_uc	207	19.22783
922013	alt_uc	307	18.798096
922013	alt_uc	355	18.591713
922013	alt_uc	442	27.326069
922013	alt_uc	443	27.32132
922021	alt_uc	531	33.62101
922025	alt_uc	292	14.343738
922025	alt_uc	293	14.340436
922025	alt_uc	294	14.337133
922025	alt_uc	295	14.3836155
922025	alt_uc	297	14.377255
922025	alt_uc	298	14.323935
922025	alt_uc	299	14.370896
922025	alt_uc	300	14.367719
922025	alt_uc	301	14.314045
922025	alt_uc	457	20.282574
922029	alt_uc	149	15.442872
922029	alt_uc	150	15.439203
922033	alt_uc	37	15.185544
922033	alt_uc	38	15.182208
922033	temp_uc	44	0.3651389
922033	temp_uc	45	0.39173844
922033	temp_uc	46	0.3931355
922033	temp_uc	47	0.390047
922033	temp_uc	48	0.36546424
922045	alt_uc	2	39.7574
922045	temp_uc	0	0.370792
922045	temp_uc	1	0.3450112
922045	temp_uc	2	0.38348344
922045	temp_uc	3	0.34971482
922045	temp_uc	4	0.33933657
922076	alt_uc	0	75.68672
922076	alt_uc	1	44.034363
922082	alt_uc	0	37.315506
922082	alt_uc	1	14.634026
922082	alt_uc	2	15.183478
922082	alt_uc	3	37.345066
922082	alt_uc	4	36.469204
922082	alt_uc	5	13.369987
922082	alt_uc	129	13.994977
922082	alt_uc	130	13.640575
922086	alt_uc	0	14.222187
922086	alt_uc	65	14.306384
922090	alt_uc	0	50.338375
922090	alt_uc	2	50.366528
922104	temp_uc	5	0.34727043
922104	temp_uc	7	0.38827896
922104	temp_uc	8	0.3970878
922104	temp_uc	9	0.4215659
922104	temp_uc	10	0.42963925
922104	temp_uc	11	0.41336364
922112	temp_uc	1	0.4640059
922112	temp_uc	2	0.40439966
922112	temp_uc	3	0.37791938
922112	temp_uc	4	0.35955217
922116	temp_uc	1	0.500152
922116	temp_uc	2	0.46138886
922116	temp_uc	3	0.49873024
922116	temp_uc	4	0.43290293
922116	temp_uc	5	0.38163844
922189	temp_uc	4	0.3597413
922189	temp_uc	5	0.36701468
922189	temp_uc	7	0.35562378
922197	temp_uc	2	0.36653626
922197	temp_uc	4	0.39794117
922197	temp_uc	5	0.40496767
922197	temp_uc	6	0.39676976
922197	temp_uc	7	0.3666362
922203	alt_uc	0	28.620369
922207	alt_uc	0	285.28885
922209	temp_uc	1	0.65951484
922209	temp_uc	2	0.8302308
922209	temp_uc	3	0.8460772
922209	temp_uc	4	0.8014631
922209	temp_uc	5	0.8121507
922209	temp_uc	6	0.6724612
922209	temp_uc	7	0.37319046
922209	temp_uc	8	0.33456773
922219	alt_uc	0	28.482704
922219	alt_uc	4	28.481907
922219	alt_uc	6	28.481098
922219	alt_uc	200	19.056463
922219	alt_uc	202	19.058
922219	alt_uc	208	19.062576
922219	alt_uc	209	19.063332
922219	alt_uc	213	20.36105
922219	alt_uc	214	20.361946
922269	temp_uc	0	0.33402404
922269	temp_uc	1	0.5876157
922269	temp_uc	2	0.66170025
922269	temp_uc	3	0.74066037
922269	temp_uc	4	0.68743515
922269	temp_uc	5	0.73109615
922269	temp_uc	6	0.7364495
922269	temp_uc	7	0.74080366
922269	temp_uc	8	0.5835606
922269	temp_uc	9	0.31440505
922269	temp_uc	10	0.3188683
922269	temp_uc	271	0.30316675
922269	temp_uc	272	0.30624348
922269	temp_uc	273	0.3896611
922269	temp_uc	274	0.4260047
922269	temp_uc	275	0.4262828
922269	temp_uc	276	0.41656652
922269	temp_uc	277	0.40188366
922269	temp_uc	278	0.30439276
922269	temp_uc	279	0.30445892
922291	alt_uc	0	27.789774
922291	alt_uc	2	27.782684
922291	alt_uc	84	13.686056
922291	alt_uc	85	13.684616
922291	alt_uc	146	13.595008
922291	alt_uc	147	13.593512
922291	alt_uc	149	13.590513
922291	alt_uc	150	13.589013
922291	alt_uc	151	13.587513
922291	alt_uc	156	13.579998
922291	alt_uc	157	13.578492
922291	alt_uc	158	13.576987
922291	alt_uc	159	13.575479
922291	alt_uc	160	13.573971
922291	alt_uc	161	13.572463
922291	alt_uc	162	13.570952
922291	alt_uc	163	13.569441
922291	alt_uc	319	13.324151
922291	alt_uc	320	13.322525
922291	alt_uc	322	13.319267
922291	alt_uc	323	13.31764
922291	alt_uc	348	13.276709
922291	alt_uc	349	13.275063
922291	alt_uc	519	12.987053
922291	alt_uc	520	12.985315
922291	alt_uc	521	12.983579
922291	alt_uc	532	12.96443
922291	alt_uc	549	12.934748
922291	alt_uc	550	12.933
922291	alt_uc	551	12.931249
922291	alt_uc	552	12.929501
922291	alt_uc	553	12.927752
922291	alt_uc	692	12.681074
922291	alt_uc	694	12.6774845
922291	alt_uc	695	12.675689
922291	alt_uc	696	12.673894
